Frequency,Impedance,Phase,Real,Imaginary,Magnitude,
 40000 , 344872.716515188 ,-8.71807061902877 , 12645 ,-16033 , 20419.4298157417 
 40100 , 344838.477362151 ,-8.64748415750103 , 12666 ,-16019 , 20421.4572692548 
 40200 , 344857.101852435 ,-8.5519741548926 , 12692 ,-15997 , 20420.3543798828 
 40300 , 344460.522761967 ,-8.60423154832864 , 12692 ,-16027 , 20443.8644341035 
 40400 , 344844.007665712 ,-8.36004261665948 , 12746 ,-15955 , 20421.1297679634 
 40500 , 344841.449205722 ,-8.32805553703918 , 12755 ,-15948 , 20421.2812771383 
 40600 , 344941.099217166 ,-8.21409917492809 , 12783 ,-15918 , 20415.3817745346 
 40700 , 344910.423510123 ,-8.11374608536181 , 12812 ,-15897 , 20417.197481535 
 40800 , 344916.150896377 ,-8.03003227601437 , 12835 ,-15878 , 20416.8584507999 
 40900 , 344849.143363047 ,-7.92711342724891 , 12866 ,-15858 , 20420.8256444249 
 41000 , 344862.973385077 ,-7.82762269576938 , 12893 ,-15835 , 20420.0067091076 
 41100 , 344888.612078799 ,-7.76623057127188 , 12909 ,-15820 , 20418.4887050927 
 41200 , 344954.276892363 ,-7.67757983977714 , 12931 ,-15797 , 20414.6018819863 
 41300 , 344956.168231808 ,-7.59385103470458 , 12954 ,-15778 , 20414.4899519924 
 41400 , 344883.509774059 ,-7.45112771137997 , 12996 ,-15749 , 20418.7907820223 
 41500 , 344940.748721474 ,-7.41416166405037 , 13004 ,-15738 , 20415.4025186867 
 41600 , 344972.66724572 ,-7.33691911130956 , 13024 ,-15719 , 20413.5135878173 
 41700 , 344995.360723155 ,-7.25355061559594 , 13046 ,-15699 , 20412.1708056738 
 41800 , 344950.23813838 ,-7.16118860835968 , 13073 ,-15680 , 20414.8409006781 
 41900 , 345008.513978545 ,-7.12021403237821 , 13082 ,-15668 , 20411.3926031518 
 42000 , 345009.710594107 ,-7.02856489598071 , 13107 ,-15647 , 20411.3218092313 
 42100 , 344931.248088239 ,-6.9039114303622 , 13144 ,-15622 , 20415.9648314744 
 42200 , 344897.669061993 ,-6.80585000514878 , 13172 ,-15601 , 20417.9525173314 
 42300 , 344972.268638922 ,-6.72922285987414 , 13190 ,-15580 , 20413.5371751198 
 42400 , 344949.758496625 ,-6.62935039292859 , 13218 ,-15558 , 20414.8692868703 
 42500 , 345065.769629848 ,-6.51341261629659 , 13245 ,-15526 , 20408.0058065456 
 42600 , 344965.64029601 ,-6.44639907734347 , 13267 ,-15515 , 20413.9294110664 
 42700 , 344854.066752778 ,-6.35142605487914 , 13297 ,-15498 , 20420.534101732 
 42800 , 345010.343687446 ,-6.21805594676442 , 13327 ,-15460 , 20411.2843544937 
 42900 , 345047.0781775 ,-6.13490943008162 , 13348 ,-15439 , 20409.1113231321 
 43000 , 344987.703554205 ,-6.05061806147216 , 13373 ,-15422 , 20412.6238636781 
 43100 , 345045.665382265 ,-5.94185392492062 , 13400 ,-15394 , 20409.194888579 
 43200 , 345027.139116869 ,-5.89985731448405 , 13412 ,-15385 , 20410.2907622601 
 43300 , 345046.765464072 ,-5.82248363876465 , 13432 ,-15366 , 20409.1298197645 
 43400 , 345070.467409786 ,-5.73321556548888 , 13455 ,-15344 , 20407.7279725108 
 43500 , 345063.345004214 ,-5.65953088483536 , 13475 ,-15327 , 20408.1492056482 
 43600 , 345037.790743952 ,-5.5697507232407 , 13500 ,-15307 , 20409.6606782181 
 43700 , 345844.975427316 ,-5.53031294771279 , 13479 ,-15262 , 20362.0255623059 
 43800 , 344998.213662305 ,-5.38440550994812 , 13551 ,-15265 , 20412.0020086223 
 43900 , 345127.299645647 ,-5.2902095713946 , 13571 ,-15237 , 20404.3674246471 
 44000 , 345065.788271452 ,-5.1901975208782 , 13600 ,-15216 , 20408.0047040371 
 44100 , 345033.200318381 ,-5.10838340034906 , 13623 ,-15198 , 20409.9322144881 
 44200 , 345107.995225172 ,-5.02555182353768 , 13642 ,-15175 , 20405.5087905203 
 44300 , 345144.403998851 ,-4.94832568858379 , 13661 ,-15155 , 20403.3562435203 
 44400 , 345198.754884274 ,-4.84936559076897 , 13685 ,-15129 , 20400.1437740032 
 44500 , 345140.476288791 ,-4.76339424958258 , 13710 ,-15111 , 20403.5884343907 
 44600 , 345207.740926707 ,-4.73808845340352 , 13714 ,-15102 , 20399.6127414223 
 44700 , 345185.618840052 ,-4.60470923553123 , 13750 ,-15071 , 20400.9201017993 
 44800 , 345170.976251151 ,-4.48135384864315 , 13783 ,-15042 , 20401.7855346046 
 44900 , 345131.471457376 ,-4.44926808352932 , 13793 ,-15036 , 20404.1207847827 
 45000 , 345158.933753455 ,-4.29245380821061 , 13833 ,-14997 , 20402.4973471387 
 45100 , 345186.689158997 ,-4.27673970352032 , 13836 ,-14992 , 20400.8568447504 
 45200 , 345211.059129563 ,-4.17354804998394 , 13862 ,-14966 , 20399.4166583263 
 45300 , 345184.731822326 ,-4.07799077762229 , 13888 ,-14944 , 20400.9725258381 
 45400 , 345174.619723031 ,-4.01434112666993 , 13905 ,-14929 , 20401.5701846696 
 45500 , 345182.971491831 ,-3.91702343728855 , 13930 ,-14905 , 20401.0765647306 
 45600 , 345093.750350911 ,-3.88473885311555 , 13942 ,-14901 , 20406.351094696 
 45700 , 345182.173235405 ,-3.73620971971093 , 13977 ,-14861 , 20401.1237435588 
 45800 , 345236.215463739 ,-3.63514393151166 , 14001 ,-14834 , 20397.9302136271 
 45900 , 345188.908620014 ,-3.56140873545485 , 14022 ,-14818 , 20400.7256733676 
 46000 , 345203.655520871 ,-3.47008719483273 , 14045 ,-14795 , 20399.8541661454 
 46100 , 345358.197279341 ,-3.39920295917233 , 14057 ,-14771 , 20390.7255878745 
 46200 , 345254.451778568 ,-3.28751247701899 , 14090 ,-14748 , 20396.8527964488 
 46300 , 345275.721379281 ,-3.21805113987898 , 14107 ,-14730 , 20395.5963139105 
 46400 , 345233.653657517 ,-3.0728792687122 , 14146 ,-14696 , 20398.081576462 
 46500 , 345261.627106159 ,-3.03720739576363 , 14154 ,-14686 , 20396.4289031193 
 46600 , 345092.687525933 ,-2.81032751508104 , 14219 ,-14637 , 20406.4139426799 
 46700 , 345327.700810669 ,-2.85857931327666 , 14197 ,-14639 , 20392.526327064 
 46800 , 345301.569722242 ,-2.74526674423953 , 14227 ,-14612 , 20394.0695546524 
 46900 , 345293.164513807 ,-2.69955430900689 , 14239 ,-14601 , 20394.5659919499 
 47000 , 345302.177856595 ,-2.56845071171483 , 14272 ,-14568 , 20394.0336373166 
 47100 , 345329.843272539 ,-2.50491940102688 , 14287 ,-14551 , 20392.399809733 
 47200 , 345346.511409921 ,-2.41156054701469 , 14310 ,-14527 , 20391.4155712643 
 47300 , 345326.686476836 ,-2.30822439441033 , 14337 ,-14502 , 20392.5862263716 
 47400 , 345341.017106598 ,-2.23075194915879 , 14356 ,-14482 , 20391.7399944193 
 47500 , 345271.012306522 ,-2.14727211178183 , 14380 ,-14464 , 20395.874484807 
 47600 , 345588.227713424 ,-2.36414386749067 , 14312 ,-14505 , 20377.1531132295 
 47700 , 346038.508342978 ,-2.49205955323731 , 14261 ,-14518 , 20350.6374593033 
 47800 , 345295.89990614 ,-1.88108792679321 , 14446 ,-14396 , 20394.4044286662 
 47900 , 345293.907504687 ,-1.76189650171199 , 14476 ,-14366 , 20394.5221076641 
 48000 , 345376.344934078 ,-1.70819484852672 , 14486 ,-14349 , 20389.6541657773 
 48100 , 345360.124342853 ,-1.58700428436418 , 14517 ,-14319 , 20390.6118103406 
 48200 , 345380.057221844 ,-1.49955010343155 , 14538 ,-14296 , 20389.4350093376 
 48300 , 345411.75548809 ,-1.42200184725431 , 14556 ,-14275 , 20387.5638809545 
 48400 , 345395.697747983 ,-1.35644965339833 , 14573 ,-14259 , 20388.5117161602 
 48500 , 345532.445270721 ,-1.25680083560815 , 14592 ,-14228 , 20380.4427822361 
 48600 , 345453.814371103 ,-1.17348535985622 , 14616 ,-14210 , 20385.0817020683 
 48700 , 345495.032474394 ,-1.09784892616665 , 14633 ,-14189 , 20382.6497296107 
 48800 , 345460.905697625 ,-0.994573082253282 , 14660 ,-14164 , 20384.6632545156 
 48900 , 345453.655590244 ,-0.927009960806174 , 14677 ,-14147 , 20385.0910716631 
 49000 , 345509.763336459 ,-0.893040909275783 , 14683 ,-14136 , 20381.7807121949 
 49100 , 345480.068596342 ,-0.748010071113811 , 14720 ,-14100 , 20383.5325692089 
 49200 , 345443.812435794 ,-0.656696833197202 , 14744 ,-14078 , 20385.671929078 
 49300 , 345482.080020932 ,-0.588952519466034 , 14759 ,-14059 , 20383.413894635 
 49400 , 345502.015312664 ,-0.48348942390578 , 14784 ,-14031 , 20382.2377819512 
 49500 , 345524.113444357 ,-0.397885237928165 , 14804 ,-14008 , 20380.9342278513 
 49600 , 345483.782982483 ,-0.302625718028082 , 14829 ,-13985 , 20383.3134205408 
 49700 , 345529.684704176 ,-0.224840528933271 , 14846 ,-13963 , 20380.6056092551 
 49800 , 345535.541160307 ,-0.129343528895618 , 14869 ,-13938 , 20380.2601798898 
 49900 , 345565.651705886 ,-0.161007913063656 , 14860 ,-13945 , 20378.484364643 
 50000 , 345534.695948819 ,-6.02886761498667E-03 , 14899 ,-13906 , 20380.3100319892 
 50100 , 345552.687980535 , 0.133323611197682 , 14932 ,-13869 , 20379.248882135 
 50200 , 345571.06936111 , 0.211027537193615 , 14950 ,-13848 , 20378.1648830311 
 50300 , 345551.446185475 , 0.294462793078253 , 14971 ,-13827 , 20379.3221182649 
 50400 , 345605.930521187 , 0.366459477327624 , 14986 ,-13806 , 20376.1093440333 
 50500 , 345577.778436534 , 0.477703034430647 , 15014 ,-13778 , 20377.7692596614 
 50600 , 345553.682674276 , 0.569067837544708 , 15037 ,-13755 , 20379.1902194371 
 50700 , 345568.499261274 , 0.646792517900906 , 15055 ,-13734 , 20378.3164417476 
 50800 , 345606.640987557 , 0.766513518705267 , 15082 ,-13701 , 20376.0674567003 
 50900 , 345673.66469873 , 0.824787010073806 , 15093 ,-13683 , 20372.1166794224 
 51000 , 345658.803767573 , 0.914265244051649 , 15115 ,-13660 , 20372.9925391436 
 51100 , 345643.101243733 , 1.00373556661913 , 15137 ,-13637 , 20373.9180817044 
 51200 , 345641.746479316 , 1.0833758355771 , 15156 ,-13616 , 20373.997938549 
 51300 , 345589.186093268 , 1.1705201541908 , 15179 ,-13595 , 20377.0966037853 
 51400 , 345672.735183678 , 1.27884104405803 , 15201 ,-13563 , 20372.171460107 
 51500 , 345647.910910982 , 1.35031349825931 , 15219 ,-13545 , 20373.6345800154 
 51600 , 345713.851321801 , 1.46850290282561 , 15244 ,-13511 , 20369.7485747861 
 51700 , 345710.577337693 , 1.5103142813179 , 15254 ,-13500 , 20369.9414824884 
 51800 , 345643.558386642 , 1.62519336049189 , 15284 ,-13472 , 20373.8911354704 
 51900 , 345676.760221158 , 1.69528641385671 , 15299 ,-13452 , 20371.9342478813 
 52000 , 345660.146240505 , 1.79873760713048 , 15324 ,-13425 , 20372.9134146297 
 52100 , 345650.615604309 , 1.85244352472779 , 15337 ,-13411 , 20373.4751576652 
 52200 , 345627.344661381 , 1.96778121342606 , 15365 ,-13381 , 20374.8468951303 
 52300 , 345724.77999512 , 2.05064334459524 , 15380 ,-13355 , 20369.1046685906 
 52400 , 344890.609054148 , 1.92156363380042 , 15387 ,-13422 , 20418.3704785666 
 52500 , 345484.597053567 , 2.29694528218369 , 15448 ,-13298 , 20383.2653910015 
 52600 , 345766.290650007 , 2.31240830612415 , 15439 ,-13283 , 20366.6592744122 
 52700 , 345753.955279904 , 2.39204978349983 , 15458 ,-13262 , 20367.3858901922 
 52800 , 345893.920285377 , 2.45369937685535 , 15466 ,-13240 , 20359.1442845715 
 52900 , 345762.231643217 , 2.55376943530439 , 15495 ,-13218 , 20366.8983647486 
 53000 , 345793.803889515 , 2.63800644076724 , 15513 ,-13194 , 20365.0387920082 
 53100 , 345745.066946742 , 2.78504393773665 , 15549 ,-13156 , 20367.909490176 
 53200 , 345829.69038819 , 2.83213434830094 , 15556 ,-13140 , 20362.9255265544 
 53300 , 345790.362551575 , 2.9553750577914 , 15586 ,-13108 , 20365.2414667737 
 53400 , 345718.087351216 , 3.0242173397059 , 15605 ,-13092 , 20369.4989874567 
 53500 , 345799.690462248 , 3.0972994946643 , 15618 ,-13069 , 20364.692116504 
 53600 , 345811.241441984 , 3.18735618152562 , 15638 ,-13044 , 20364.0118837129 
 53700 , 345858.916853187 , 3.27598427463982 , 15656 ,-13018 , 20361.2047777139 
 53800 , 345912.485127545 , 3.35274801211096 , 15671 ,-12995 , 20358.051625831 
 53900 , 345863.453133128 , 3.4179422929106 , 15688 ,-12979 , 20360.9377239851 
 54000 , 345691.557242521 , 3.50715088949221 , 15716 ,-12961 , 20371.0622452537 
 54100 , 345887.143965536 , 3.62622497874884 , 15734 ,-12921 , 20359.5431432044 
 54200 , 345848.253231317 , 3.7115678259571 , 15755 ,-12899 , 20361.8325796083 
 54300 , 345909.03857587 , 3.79057406496446 , 15770 ,-12875 , 20358.2544683968 
 54400 , 345960.904229513 , 3.86346507185863 , 15784 ,-12853 , 20355.2024062646 
 54500 , 345894.236976774 , 3.97036554322125 , 15811 ,-12826 , 20359.1256442903 
 54600 , 345927.022371398 , 4.07098839214814 , 15832 ,-12797 , 20357.1960986772 
 54700 , 345939.998220641 , 4.16328830752411 , 15852 ,-12771 , 20356.4325214415 
 54800 , 345957.065471972 , 4.2296573827652 , 15866 ,-12752 , 20355.4282686462 
 54900 , 345949.953149304 , 4.33164357546207 , 15889 ,-12724 , 20355.8467522233 
 55000 , 345920.661866938 , 4.41120386960796 , 15908 ,-12703 , 20357.5704100465 
 55100 , 346004.406969197 , 4.51893146395275 , 15928 ,-12670 , 20352.6431698686 
 55200 , 345841.570513681 , 4.66607220472878 , 15968 ,-12635 , 20362.2260325339 
 55300 , 346072.547923739 , 4.66451778955241 , 15957 ,-12627 , 20348.6357773685 
 55400 , 345970.889354921 , 4.75674816495069 , 15982 ,-12605 , 20354.6149312631 
 55500 , 346041.164144477 , 4.84433160864671 , 15998 ,-12578 , 20350.4812719503 
 55600 , 345975.015840635 , 4.93524329056407 , 16021 ,-12555 , 20354.3721593175 
 55700 , 346031.490001912 , 5.00657062088317 , 16034 ,-12533 , 20351.0502186005 
 55800 , 346014.467285864 , 5.09447832520721 , 16054 ,-12509 , 20352.0514199429 
 55900 , 345974.204978503 , 5.19595332712601 , 16078 ,-12482 , 20354.4198640001 
 56000 , 345948.069628249 , 5.27766185649921 , 16097 ,-12460 , 20355.9575800305 
 56100 , 346000.063098236 , 5.36706083375162 , 16114 ,-12433 , 20352.8986879019 
 56200 , 346077.145689622 , 5.43897563110369 , 16126 ,-12410 , 20348.3654380395 
 56300 , 346037.230388243 , 5.55055549255991 , 16152 ,-12380 , 20350.7126165154 
 56400 , 346066.025612235 , 5.63554237965286 , 16169 ,-12355 , 20349.019288408 
 56500 , 346077.309092963 , 5.72619564666843 , 16188 ,-12329 , 20348.3558303859 
 56600 , 346080.704257205 , 5.81066654605087 , 16206 ,-12305 , 20348.1562063987 
 56700 , 346157.333489684 , 5.86466708653808 , 16214 ,-12287 , 20343.6517125122 
 56800 , 346119.308082173 , 5.98241175488431 , 16241 ,-12255 , 20345.886709603 
 56900 , 346262.769706781 , 6.01389577521053 , 16241 ,-12241 , 20337.4571173488 
 57000 , 346134.393229101 , 6.14968753824121 , 16276 ,-12207 , 20345 
 57100 , 346126.99067876 , 6.25613803679806 , 16299 ,-12177 , 20345.4351145411 
 57200 , 346249.682586495 , 6.24096315189337 , 16290 ,-12177 , 20338.2258075772 
 57300 , 346162.180130115 , 6.38176245330936 , 16324 ,-12140 , 20343.366879649 
 57400 , 346145.584713169 , 6.48201285109883 , 16346 ,-12112 , 20344.3422110424 
 57500 , 346191.480522468 , 6.60599352324294 , 16370 ,-12075 , 20341.6450907983 
 57600 , 346152.356997653 , 6.70170176006815 , 16392 ,-12049 , 20343.9441849411 
 57700 , 346216.616249755 , 6.76377877442587 , 16402 ,-12029 , 20340.1682638075 
 57800 , 346225.53221349 , 6.83253259775665 , 16416 ,-12009 , 20339.6444659193 
 57900 , 346210.458578024 , 6.93898777706357 , 16439 ,-11979 , 20340.5300324254 
 58000 , 346208.095930156 , 7.00546593774436 , 16453 ,-11960 , 20340.6688434771 
 58100 , 346289.977516979 , 7.11049161977826 , 16471 ,-11927 , 20335.8592146976 
 58200 , 345386.847815584 , 7.2012961799507 , 16533 ,-11932 , 20389.0341360252 
 58300 , 347075.709452334 , 6.51905204092162 , 16310 ,-12069 , 20289.8216108472 
 58400 , 346207.654115771 , 7.38072622262234 , 16531 ,-11852 , 20340.694801309 
 58500 , 346241.798885151 , 7.45636400770417 , 16545 ,-11829 , 20338.6888957966 
 58600 , 346299.097202111 , 7.53267508605188 , 16558 ,-11805 , 20335.323675811 
 58700 , 346254.616399305 , 7.62436629647107 , 16579 ,-11780 , 20337.9360063896 
 58800 , 346315.590333288 , 7.64830255184211 , 16581 ,-11771 , 20334.3552147591 
 58900 , 346229.214622141 , 7.83786671497467 , 16624 ,-11719 , 20339.4281384704 
 59000 , 346260.787310535 , 7.88931738378062 , 16633 ,-11703 , 20337.5735524177 
 59100 , 346350.805088986 , 7.95461411944211 , 16642 ,-11681 , 20332.2877463408 
 59200 , 346286.798922731 , 8.07211217770293 , 16669 ,-11649 , 20336.0458791772 
 59300 , 346313.704602745 , 8.1720662077193 , 16688 ,-11619 , 20334.4659384012 
 59400 , 346329.489909146 , 8.22516689987776 , 16698 ,-11603 , 20333.539116445 
 59500 , 346380.619348918 , 8.30161700602656 , 16711 ,-11579 , 20330.537671198 
 59600 , 346382.406027438 , 8.41105649118407 , 16733 ,-11547 , 20330.4328040502 
 59700 , 346356.586098324 , 8.48929190540559 , 16750 ,-11525 , 20331.9483817956 
 59800 , 346322.105407131 , 8.58550919734233 , 16771 ,-11498 , 20333.9726812052 
 59900 , 346397.572538502 , 8.58378358936716 , 16767 ,-11496 , 20329.5426657857 
 60000 , 346433.270079749 , 8.75726686602104 , 16800 ,-11444 , 20327.4478476763 
